Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
WD84153,California,Bachelor,Retired,F,Suburban,Single,Four-Door Car,24910
ZM75468,Nevada,College,Employed,M,Suburban,Divorced,Four-Door Car,39135
PZ75671,Oregon,College,Unemployed,F,Suburban,Married,Four-Door Car,0
ME80331,California,High School or Below,Unemployed,M,Suburban,Single,SUV,0
YA78391,Oregon,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
WU76366,Arizona,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,28726
HB35022,Oregon,Doctor,Unemployed,M,Suburban,Married,Sports Car,0
AM17304,Arizona,Master,Employed,F,Suburban,Single,Four-Door Car,45356
AD56037,Arizona,High School or Below,Employed,M,Suburban,Married,SUV,87050
IJ74908,Nevada,Bachelor,Employed,M,Rural,Divorced,SUV,20705
DH93217,California,Master,Employed,F,Suburban,Single,Two-Door Car,52651
WH48955,Oregon,Master,Employed,F,Suburban,Married,Two-Door Car,55270
RU76604,Arizona,College,Employed,M,Suburban,Married,Four-Door Car,46900
NE52009,California,College,Employed,M,Suburban,Married,Sports Car,60500
FP66510,Washington,High School or Below,Employed,F,Urban,Married,SUV,43877
TW46585,Nevada,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
PE42960,California,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,58488
LO28839,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,29193
QY41855,Arizona,College,Employed,F,Rural,Divorced,Four-Door Car,61108
UA53326,Oregon,College,Retired,F,Suburban,Single,Four-Door Car,23931
UK59933,California,College,Unemployed,M,Suburban,Single,Four-Door Car,0
LM37855,California,College,Unemployed,M,Suburban,Married,SUV,0
UV89069,Nevada,Bachelor,Employed,F,Rural,Married,Four-Door Car,34628
NK40551,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,74089
RR47424,California,High School or Below,Unemployed,F,Suburban,Married,Luxury Car,0
DU68331,Oregon,College,Employed,F,Rural,Married,Two-Door Car,30493
LI76661,Oregon,Bachelor,Employed,M,Urban,Married,Two-Door Car,89285
CM94209,Oregon,High School or Below,Employed,F,Urban,Married,Four-Door Car,92147
BN38134,Washington,Bachelor,Employed,F,Rural,Married,Two-Door Car,39428
VQ72305,California,High School or Below,Employed,M,Suburban,Married,Sports Car,21542
YK26558,California,College,Unemployed,F,Rural,Divorced,Four-Door Car,0
XU20264,Arizona,Bachelor,Disabled,M,Suburban,Single,Four-Door Car,23506
LG85340,Oregon,Bachelor,Employed,F,Rural,Married,Sports Car,70811
JZ64443,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
CY45848,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,82214
AU13233,California,High School or Below,Employed,F,Urban,Married,Four-Door Car,71401
IH35630,Oregon,High School or Below,Employed,F,Suburban,Divorced,Four-Door Car,46587
JP55271,Oregon,High School or Below,Employed,F,Rural,Married,SUV,80046
TT47031,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,76389
JN55850,California,Doctor,Employed,M,Urban,Married,Two-Door Car,77235
LH94176,Arizona,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,38595
ZB87718,Arizona,College,Unemployed,F,Suburban,Divorced,SUV,0
UQ40371,Nevada,Master,Employed,F,Urban,Married,Four-Door Car,55359
XJ92660,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,79814
SG51792,Arizona,Bachelor,Employed,F,Suburban,Married,Two-Door Car,75277
DA73502,Oregon,Bachelor,Employed,M,Urban,Divorced,Two-Door Car,78618
UF81905,California,Doctor,Disabled,F,Suburban,Married,Four-Door Car,20123
PL44132,Arizona,College,Employed,M,Suburban,Single,Two-Door Car,88362
US29010,Oregon,Bachelor,Unemployed,M,Suburban,Single,SUV,0
DW72445,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,52782
MU53244,California,Bachelor,Unemployed,F,Urban,Married,SUV,0
EE57466,Arizona,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,22283
QV86635,California,Bachelor,Employed,M,Urban,Single,Two-Door Car,28848
RT51330,California,Doctor,Unemployed,F,Suburban,Married,Four-Door Car,0
QW44380,Washington,High School or Below,Employed,M,Suburban,Married,Four-Door Car,54378
IK66117,California,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,21827
TD86744,Arizona,High School or Below,Employed,F,Suburban,Married,Sports Car,20090
TX35222,Washington,College,Employed,F,Suburban,Married,Luxury Car,27750
PJ92694,California,High School or Below,Employed,M,Urban,Divorced,Four-Door Car,57135
YM88338,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,58580
YN61339,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,60475
FP45327,Washington,College,Employed,M,Suburban,Married,SUV,37937
IZ26849,Oregon,Bachelor,Employed,F,Suburban,Married,Two-Door Car,70360
YY16391,Oregon,College,Unemployed,M,Suburban,Single,Four-Door Car,0
GX44284,California,Bachelor,Employed,M,Rural,Divorced,Four-Door Car,47509
LV14566,Nevada,Master,Employed,M,Suburban,Divorced,Luxury Car,27071
KQ50003,Arizona,High School or Below,Employed,F,Urban,Divorced,Four-Door Car,46546
IW87075,Arizona,Bachelor,Employed,M,Rural,Single,Four-Door Car,32627
QY46560,Arizona,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
PD79570,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
IM78342,Oregon,College,Unemployed,F,Suburban,Married,SUV,0
NT19879,Arizona,Bachelor,Medical Leave,F,Suburban,Married,Four-Door Car,29177
SW98498,California,College,Employed,M,Urban,Single,Four-Door Car,88233
WL42517,Washington,College,Unemployed,F,Suburban,Single,SUV,0
LR82946,Oregon,Bachelor,Unemployed,M,Suburban,Single,Luxury SUV,0
KT61396,California,College,Employed,F,Rural,Married,Two-Door Car,79189
GD56260,Oregon,Master,Employed,F,Rural,Married,Two-Door Car,41077
YD45660,Arizona,Bachelor,Employed,F,Suburban,Married,SUV,47048
XN50058,California,Doctor,Employed,M,Suburban,Single,Four-Door Car,45484
QO61775,California,Master,Employed,M,Rural,Single,SUV,79453
PZ67684,Arizona,College,Employed,F,Suburban,Single,Luxury SUV,88753
IK77998,Washington,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
FL96333,Nevada,College,Employed,M,Urban,Married,Two-Door Car,73945
EI58541,Washington,College,Retired,F,Suburban,Married,Two-Door Car,14030
WW68250,Oregon,Bachelor,Employed,M,Suburban,Married,Four-Door Car,81799
XT19780,Oregon,High School or Below,Disabled,F,Suburban,Married,Two-Door Car,23634
SE44262,California,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
GO86980,Oregon,Bachelor,Employed,F,Suburban,Married,Two-Door Car,56334
ZB69355,Oregon,Bachelor,Medical Leave,F,Suburban,Married,Sports Car,23206
TM12486,Oregon,High School or Below,Retired,M,Suburban,Single,Four-Door Car,28140
NB86870,Arizona,High School or Below,Unemployed,F,Suburban,Divorced,Four-Door Car,0
SS12362,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
VW58299,California,Bachelor,Retired,M,Suburban,Divorced,SUV,14973
TG37039,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
RO25639,Nevada,Doctor,Employed,F,Urban,Married,Four-Door Car,25884
JK35644,Oregon,Master,Disabled,M,Urban,Single,Four-Door Car,11607
DK69871,Nevada,Master,Employed,M,Urban,Divorced,Four-Door Car,53691
OU43146,Oregon,Bachelor,Employed,M,Suburban,Married,Luxury SUV,89464
KN47424,Oregon,High School or Below,Employed,F,Urban,Married,Four-Door Car,60596
ZX80668,Nevada,Bachelor,Employed,M,Suburban,Single,SUV,43720
OI80614,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,56980
JA44693,Oregon,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
FI61059,Oregon,College,Unemployed,M,Suburban,Single,Four-Door Car,0
ZF81243,Nevada,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,63774
XD19934,Oregon,High School or Below,Employed,M,Rural,Single,Four-Door Car,61650
TA77711,Oregon,College,Employed,M,Suburban,Married,SUV,31354
PS92059,California,Doctor,Employed,F,Rural,Married,Four-Door Car,44190
TT19625,Nevada,Bachelor,Employed,F,Suburban,Married,Luxury Car,38183
EV95033,Oregon,Master,Employed,M,Suburban,Married,Two-Door Car,79751
CS30775,California,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
CI51999,Arizona,College,Medical Leave,M,Suburban,Married,SUV,12266
HK96298,California,Master,Employed,M,Rural,Divorced,Four-Door Car,61807
UO59377,Arizona,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,11828
OU99581,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,49945
SN63066,Nevada,Bachelor,Employed,F,Urban,Married,Luxury Car,28204
DK92504,Arizona,High School or Below,Employed,M,Suburban,Married,Luxury Car,54726
DW72437,Oregon,Master,Employed,F,Urban,Married,Two-Door Car,43386
GE49670,Arizona,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
TK38409,Nevada,College,Employed,M,Suburban,Divorced,Two-Door Car,72302
OD89873,Arizona,Bachelor,Employed,M,Urban,Married,Four-Door Car,71391
KW41658,Arizona,Bachelor,Employed,M,Suburban,Divorced,Four-Door Car,21606
UZ35113,California,Bachelor,Employed,F,Rural,Married,SUV,74489
HO81102,Washington,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,50549
SM42781,Arizona,Bachelor,Unemployed,F,Urban,Married,Luxury SUV,0
TB40283,California,Bachelor,Unemployed,F,Suburban,Divorced,SUV,0
CR76145,California,College,Unemployed,M,Suburban,Married,Four-Door Car,0
TK45392,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,35625
JN78502,Washington,High School or Below,Employed,F,Suburban,Married,SUV,25370
KZ60207,Arizona,College,Employed,M,Suburban,Married,Four-Door Car,51523
BR50492,Arizona,Bachelor,Employed,M,Urban,Married,SUV,85058
ES21306,California,Bachelor,Unemployed,M,Suburban,Single,SUV,0
AT29024,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,27005
NP23146,Arizona,College,Employed,F,Urban,Married,Two-Door Car,62808
SY48471,California,High School or Below,Employed,F,Urban,Married,Four-Door Car,88692
GJ47397,Oregon,High School or Below,Unemployed,M,Suburban,Married,SUV,0
CE69971,Oregon,Master,Medical Leave,F,Rural,Married,Four-Door Car,19064
GM54859,Oregon,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
WY27579,Oregon,Bachelor,Employed,M,Rural,Single,Two-Door Car,60345
ZT87452,Oregon,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,59592
JM35350,California,College,Retired,F,Suburban,Married,Two-Door Car,15648
PT40521,California,Bachelor,Retired,F,Suburban,Single,SUV,23904
TN71469,Oregon,College,Employed,F,Suburban,Single,SUV,90893
GE26813,Arizona,High School or Below,Unemployed,M,Suburban,Divorced,Four-Door Car,0
LU37653,Oregon,College,Employed,F,Urban,Married,Four-Door Car,74001
QW40254,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,28447
MH76107,California,College,Employed,M,Rural,Married,Sports Car,56586
ZH28728,Oregon,Bachelor,Unemployed,M,Suburban,Married,SUV,0
SF29524,Oregon,Doctor,Retired,M,Suburban,Divorced,Four-Door Car,19186
WT21922,Arizona,High School or Below,Employed,F,Rural,Married,Sports Car,65348
WZ56476,California,Doctor,Unemployed,F,Suburban,Married,Four-Door Car,0
PP62909,Oregon,Master,Unemployed,F,Rural,Single,Sports Car,0
XY57950,California,College,Unemployed,M,Suburban,Divorced,Four-Door Car,0
RA97108,Oregon,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
LT57545,California,College,Medical Leave,F,Rural,Married,Four-Door Car,18892
MM97107,Oregon,High School or Below,Medical Leave,M,Suburban,Married,Two-Door Car,19066
PO26937,Oregon,Bachelor,Employed,M,Rural,Married,Four-Door Car,95102
GJ99406,Arizona,College,Employed,F,Rural,Married,Two-Door Car,70263
LU86185,California,Master,Unemployed,F,Suburban,Single,Sports Car,0
RO82935,Nevada,High School or Below,Medical Leave,F,Suburban,Married,Two-Door Car,18120
SC47383,Nevada,Bachelor,Employed,F,Rural,Married,Four-Door Car,38169
LV27997,Oregon,College,Employed,M,Urban,Married,Four-Door Car,64801
RJ32720,Arizona,College,Employed,F,Suburban,Divorced,Four-Door Car,86036
KR90607,Washington,College,Unemployed,F,Suburban,Single,SUV,0
PZ95949,Arizona,Doctor,Employed,M,Suburban,Married,Two-Door Car,31278
GI25850,Arizona,High School or Below,Employed,F,Rural,Married,Four-Door Car,20053
QH60569,California,College,Employed,F,Rural,Married,Two-Door Car,71587
II27516,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,44368
QI21338,Oregon,High School or Below,Employed,F,Suburban,Married,Two-Door Car,76157
HG83893,Nevada,High School or Below,Employed,F,Suburban,Married,SUV,59183
RN66346,California,Master,Employed,M,Rural,Divorced,Two-Door Car,91015
RS53995,California,College,Employed,M,Rural,Married,Two-Door Car,52774
TD90177,Oregon,College,Employed,M,Urban,Single,Four-Door Car,37876
FP11025,California,Bachelor,Employed,F,Urban,Married,SUV,57938
SA62385,Oregon,High School or Below,Medical Leave,F,Suburban,Married,Four-Door Car,26526
NL68893,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,76608
LA31975,Arizona,College,Unemployed,M,Suburban,Single,Luxury SUV,0
RM31359,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,48056
WM19996,California,Bachelor,Employed,M,Urban,Divorced,SUV,45428
SU32452,Arizona,Bachelor,Employed,F,Rural,Divorced,Four-Door Car,89196
MZ79386,California,Bachelor,Employed,F,Rural,Married,Four-Door Car,88893
OY15095,Oregon,Bachelor,Unemployed,M,Suburban,Single,Two-Door Car,0
UV99893,Arizona,Bachelor,Employed,F,Rural,Married,Two-Door Car,92722
LD48189,Nevada,High School or Below,Employed,F,Suburban,Divorced,Four-Door Car,57693
EK13316,Arizona,Bachelor,Employed,F,Suburban,Married,Four-Door Car,53249
FE82005,Oregon,Bachelor,Medical Leave,F,Suburban,Single,Four-Door Car,26304
BL44708,California,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
PQ65328,Oregon,High School or Below,Employed,M,Rural,Married,Four-Door Car,71460
AA56476,Arizona,High School or Below,Employed,F,Suburban,Single,Four-Door Car,74454
BL66157,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,96413
SN26999,Oregon,High School or Below,Employed,F,Suburban,Single,Two-Door Car,98542
TS81548,Oregon,Master,Employed,F,Suburban,Married,Four-Door Car,43416
DY34902,Oregon,High School or Below,Employed,F,Suburban,Single,Four-Door Car,81182
SX75100,Arizona,Bachelor,Employed,M,Urban,Married,Four-Door Car,79065
LZ98529,Arizona,High School or Below,Retired,M,Suburban,Divorced,SUV,11721
FM10372,California,College,Employed,F,Rural,Divorced,Four-Door Car,82414
QX54666,California,High School or Below,Disabled,M,Suburban,Single,Four-Door Car,14533
FR48094,Arizona,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
FH61723,California,Bachelor,Employed,F,Rural,Married,Two-Door Car,52513
QY83498,Oregon,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
GC81619,Oregon,Master,Employed,F,Suburban,Divorced,SUV,79487
BD84823,Oregon,High School or Below,Employed,M,Suburban,Single,Four-Door Car,57449
EU78163,California,College,Disabled,F,Suburban,Married,Four-Door Car,20181
FD34314,Arizona,Bachelor,Employed,M,Urban,Married,Four-Door Car,73339
HS74723,Arizona,College,Employed,F,Suburban,Married,Luxury SUV,80969
LX27768,Oregon,Bachelor,Employed,F,Suburban,Married,SUV,74057
YB91420,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,32225
QA45054,Arizona,High School or Below,Employed,F,Urban,Married,SUV,60909
CO53758,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,70999
CW57656,Oregon,College,Employed,F,Rural,Married,Four-Door Car,75457
MR22119,Oregon,High School or Below,Employed,M,Suburban,Married,SUV,24059
DI22093,California,College,Employed,M,Urban,Married,Four-Door Car,56480
PQ35034,Oregon,College,Employed,F,Rural,Divorced,Two-Door Car,37586
XB30904,Arizona,High School or Below,Employed,M,Rural,Married,Two-Door Car,97026
VF15321,Washington,College,Employed,M,Suburban,Married,Four-Door Car,54010
LX71137,Arizona,Bachelor,Employed,F,Suburban,Divorced,Four-Door Car,87485
SI35064,Washington,Bachelor,Employed,F,Rural,Married,SUV,74583
SI26369,Oregon,College,Unemployed,M,Suburban,Single,Two-Door Car,0
LD69905,Arizona,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,21238
VY84895,Nevada,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
UA38043,California,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,22283
WM46083,Arizona,Master,Employed,M,Urban,Divorced,Two-Door Car,58237
GQ57207,California,Bachelor,Disabled,F,Suburban,Divorced,Four-Door Car,19864
CQ80529,Oregon,College,Employed,F,Urban,Single,SUV,57283
LN99954,Washington,Master,Unemployed,M,Suburban,Divorced,Four-Door Car,0
UF36353,Oregon,College,Employed,M,Rural,Married,SUV,71656
IZ24763,Nevada,Bachelor,Unemployed,F,Suburban,Divorced,Four-Door Car,0
TU27017,California,Bachelor,Employed,M,Suburban,Married,Four-Door Car,41460
WS46887,Washington,Bachelor,Employed,F,Urban,Single,Four-Door Car,85165
GQ32356,Nevada,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
PZ81131,California,Bachelor,Employed,F,Suburban,Married,SUV,36723
ZW79814,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,56980
KV79964,Arizona,Doctor,Employed,M,Suburban,Married,Four-Door Car,32260
WE38399,California,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,75644
MI13678,Oregon,High School or Below,Employed,M,Rural,Married,Four-Door Car,92056
VA63861,California,College,Employed,F,Suburban,Married,Four-Door Car,28524
EH70612,California,College,Unemployed,M,Suburban,Single,Two-Door Car,0
UO40726,Oregon,Bachelor,Employed,F,Suburban,Single,Two-Door Car,28089
ZY49833,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,87020
HZ47488,California,Doctor,Employed,M,Suburban,Divorced,Four-Door Car,27907
LP51258,Oregon,Bachelor,Employed,F,Urban,Married,Four-Door Car,91811
VW65573,California,High School or Below,Unemployed,M,Suburban,Single,SUV,0
LV82913,Oregon,College,Employed,M,Urban,Married,Four-Door Car,69451
OX53879,Arizona,Bachelor,Employed,M,Rural,Married,Four-Door Car,92427
QV76563,Arizona,Doctor,Unemployed,F,Suburban,Divorced,Four-Door Car,0
CP27565,Oregon,Bachelor,Employed,M,Suburban,Single,SUV,44428
